Year,Series,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2021,Gender gap in employment,,,,,Eskoriatza,Percentage points,Eskoriatza,5.4
2022,Gender gap in employment,,,,,Eskoriatza,Percentage points,Eskoriatza,4.5
2015,Gender gap in employment,,,,,Eskoriatza,Percentage points,Eskoriatza,3.9
2018,Gender gap in employment,,,,,Eskoriatza,Percentage points,Eskoriatza,7.6
2020,Gender gap in employment,,,,,Eskoriatza,Percentage points,Eskoriatza,8.4
2016,Gender gap in employment,,,,,Eskoriatza,Percentage points,Eskoriatza,6.7
2010,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,14.4
2022,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,6.3
2015,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,6.7
2023,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,7.3
2020,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,7.6
2016,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,8.5
2018,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,9.3
2021,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,6.2
2019,Gender gap in employment,,,,,Etxebarri,Percentage points,Etxebarri,8.9
2016,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,-1.0
2010,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,6.6
2021,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,-8.0
2022,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,-3.7
2020,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,0.4
2018,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,0.6
2023,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,-0.7
2019,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,-0.9
2015,Gender gap in employment,,,,,Etxebarria,Percentage points,Etxebarria,1.4
2022,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,3.5
2010,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,3.4
2018,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,4.2
2015,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,3.6
2019,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,-2.3
2023,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,0.2
2016,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,3.5
2021,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,1.9
2020,Gender gap in employment,,,,,Ezkio-Itsaso,Percentage points,Ezkio-Itsaso,-3.6
2020,Gender gap in employment,,,,,Forua,Percentage points,Forua,6.6
2015,Gender gap in employment,,,,,Forua,Percentage points,Forua,9.5
2021,Gender gap in employment,,,,,Forua,Percentage points,Forua,4.5
2018,Gender gap in employment,,,,,Forua,Percentage points,Forua,6.4
2022,Gender gap in employment,,,,,Forua,Percentage points,Forua,3.5
2010,Gender gap in employment,,,,,Forua,Percentage points,Forua,4.8
2023,Gender gap in employment,,,,,Forua,Percentage points,Forua,2.8
2019,Gender gap in employment,,,,,Forua,Percentage points,Forua,5.7
2016,Gender gap in employment,,,,,Forua,Percentage points,Forua,2.8
2021,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,-0.8
2019,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,-1.8
2016,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,0.9
2010,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,-1.8
2020,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,-2.6
2015,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,1.9
2022,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,-3.6
2023,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,-2.6
2018,Gender gap in employment,,,,,Fruiz,Percentage points,Fruiz,1.5
2019,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,3.3
2016,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,5.9
2010,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,6.2
2020,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,2.8
2022,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,0.9
2018,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,7.6
2021,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,1.1
2023,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,0.6
2015,Gender gap in employment,,,,,Gabiria,Percentage points,Gabiria,9.0
2020,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,5.0
2022,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,3.0
2021,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,5.0
2019,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,-11.7
2023,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,-2.7
2018,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,-2.6
2015,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,-4.2
2010,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,5.6
2016,Gender gap in employment,,,,,Gaintza,Percentage points,Gaintza,-16.4
2019,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,7.6
2016,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,9.4
2020,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,6.8
2021,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,6.8
2018,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,8.8
2010,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,14.2
2023,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,6.2
2022,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,7.0
2015,Gender gap in employment,,,,,Galdakao,Percentage points,Galdakao,8.4
2022,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,9.6
2018,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,8.1
2020,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,10.5
2010,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,11.7
2023,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,11.6
2019,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,10.5
2016,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,8.7
2021,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,7.8
2015,Gender gap in employment,,,,,Galdames,Percentage points,Galdames,9.1
2019,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,5.5
2018,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,6.5
2022,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,1.5
2020,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,3.0
2023,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,2.9
2015,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,5.9
2016,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,6.7
2021,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,3.0
2010,Gender gap in employment,,,,,Gamiz-Fika,Percentage points,Gamiz-Fika,13.8
2021,Gender gap in employment,,,,,Garai,Percentage points,Garai,17.2
2010,Gender gap in employment,,,,,Garai,Percentage points,Garai,9.5
2022,Gender gap in employment,,,,,Garai,Percentage points,Garai,7.1
2020,Gender gap in employment,,,,,Garai,Percentage points,Garai,14.9
2023,Gender gap in employment,,,,,Garai,Percentage points,Garai,8.6
2016,Gender gap in employment,,,,,Garai,Percentage points,Garai,18.3
2018,Gender gap in employment,,,,,Garai,Percentage points,Garai,11.3
2015,Gender gap in employment,,,,,Garai,Percentage points,Garai,12.8
2019,Gender gap in employment,,,,,Garai,Percentage points,Garai,8.9
2015,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,4.8
2023,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,5.9
2019,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,1.8
2016,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,5.9
2010,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,11.0
2022,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,3.3
2021,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,1.4
2020,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,3.4
2018,Gender gap in employment,,,,,Gatika,Percentage points,Gatika,4.1
2016,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,1.2
2015,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,1.5
2018,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,3.7
2019,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,2.6
2022,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,1.3
2020,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,-2.5
2021,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,-1.1
2023,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,3.2
2010,Gender gap in employment,,,,,Gautegiz Arteaga,Percentage points,Gautegiz Arteaga,4.4
2022,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,6.3
2018,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,1.7
2016,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,-1.0
2023,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,-3.6
2019,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,0.0
2010,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,21.6
2015,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,-11.7
2020,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,2.9
2021,Gender gap in employment,,,,,Gaztelu,Percentage points,Gaztelu,7.9
2016,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,5.4
2021,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,4.4
2023,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,3.6
2019,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,6.4
2015,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,5.0
2022,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,4.6
2010,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,9.6
2018,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,7.0
2020,Gender gap in employment,,,,,Gernika-Lumo,Percentage points,Gernika-Lumo,5.4
2023,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,4.8
2010,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,5.8
2020,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,2.1
2019,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,-1.1
2018,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,2.1
2022,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,5.2
2015,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,1.2
2021,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,1.1
2016,Gender gap in employment,,,,,Getaria,Percentage points,Getaria,3.2
2010,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,9.6
2020,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,4.7
2023,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,2.8
2019,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,5.8
2021,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,3.8
2018,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,5.8
2015,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,5.8
2022,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,3.2
2016,Gender gap in employment,,,,,Getxo,Percentage points,Getxo,5.5
2016,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,-2.5
2019,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,4.3
2010,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,9.4
2020,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,10.7
2021,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,4.2
2023,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,-4.4
2018,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,-1.7
2015,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,0.1
2022,Gender gap in employment,,,,,Gizaburuaga,Percentage points,Gizaburuaga,-5.8
2016,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,6.9
2010,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,12.2
2018,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,5.5
2023,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,-0.3
2021,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,1.7
2015,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,5.9
2019,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,6.9
2020,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,4.0
2022,Gender gap in employment,,,,,Gordexola,Percentage points,Gordexola,1.9
2019,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,5.8
2016,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,6.3
2015,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,6.2
2018,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,8.0
2020,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,4.2
2010,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,10.5
2023,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,3.0
2021,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,4.4
2022,Gender gap in employment,,,,,Gorliz,Percentage points,Gorliz,3.6
2020,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,6.6
2018,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,10.2
2015,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,6.2
2022,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,5.5
2019,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,9.5
2021,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,5.3
2016,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,8.6
2023,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,5.2
2010,Gender gap in employment,,,,,Güeñes,Percentage points,Güeñes,15.3
2019,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,5.0
2021,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,0.0
2020,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,-0.9
2015,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,-2.9
2010,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,21.2
2018,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,-5.2
2016,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,1.1
2022,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,4.6
2023,Gender gap in employment,,,,,Harana/Valle de Arana,Percentage points,Harana/Valle de Arana,4.5
2022,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,3.6
2020,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,4.0
2015,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,5.2
2010,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,10.3
2019,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,5.6
2018,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,5.5
2021,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,3.5
2016,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,4.9
2023,Gender gap in employment,,,,,Hernani,Percentage points,Hernani,2.2
2021,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,4.2
2018,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,-6.8
2023,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,8.3
2019,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,-4.4
2016,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,-5.3
2020,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,1.7
2010,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,-1.2
2015,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,-11.7
2022,Gender gap in employment,,,,,Hernialde,Percentage points,Hernialde,4.1
2023,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,3.3
2019,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,4.2
2015,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,5.2
2020,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,2.5
2021,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,2.4
2016,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,4.8
2010,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,9.1
2022,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,3.0
2018,Gender gap in employment,,,,,Hondarribia,Percentage points,Hondarribia,4.8
2021,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,5.8
2016,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,9.8
2015,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,10.6
2010,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,13.5
2018,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,6.2
2023,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,7.1
2019,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,10.8
2020,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,8.4
2022,Gender gap in employment,,,,,Ibarra,Percentage points,Ibarra,5.0
2021,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,5.6
2023,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,6.7
2010,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,5.7
2019,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,6.0
2016,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,6.1
2022,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,0.1
2020,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,2.7
2015,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,5.3
2018,Gender gap in employment,,,,,Ibarrangelu,Percentage points,Ibarrangelu,3.4
2010,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,13.6
2019,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,10.6
2021,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,8.1
2016,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,11.7
2023,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,10.3
2018,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,12.3
2022,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,10.7
2020,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,10.7
2015,Gender gap in employment,,,,,Idiazabal,Percentage points,Idiazabal,13.1
2020,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,9.2
2015,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,8.8
2021,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,6.4
2016,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,9.7
2010,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,17.3
2018,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,14.2
2022,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,8.1
2019,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,12.0
2023,Gender gap in employment,,,,,Igorre,Percentage points,Igorre,7.1
2022,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,12.1
2018,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,16.0
2021,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,11.3
2020,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,12.4
2010,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,12.0
2023,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,13.9
2015,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,17.6
2016,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,19.4
2019,Gender gap in employment,,,,,Ikaztegieta,Percentage points,Ikaztegieta,22.1
2016,Gender gap in employment,,,,,Irun,Percentage points,Irun,7.9
2018,Gender gap in employment,,,,,Irun,Percentage points,Irun,8.6
2021,Gender gap in employment,,,,,Irun,Percentage points,Irun,5.5
2019,Gender gap in employment,,,,,Irun,Percentage points,Irun,8.1
2010,Gender gap in employment,,,,,Irun,Percentage points,Irun,12.6
2020,Gender gap in employment,,,,,Irun,Percentage points,Irun,6.4
2015,Gender gap in employment,,,,,Irun,Percentage points,Irun,7.0
2022,Gender gap in employment,,,,,Irun,Percentage points,Irun,5.1
2023,Gender gap in employment,,,,,Irun,Percentage points,Irun,5.7
2010,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,9.7
2023,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,-1.6
2021,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,3.2
2016,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,6.0
2019,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,6.1
2015,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,5.1
2022,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,-0.4
2018,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,8.3
2020,Gender gap in employment,,,,,Iruña Oka/Iruña de Oca,Percentage points,Iruña Oka/Iruña de Oca,4.6
2018,Gender gap in employment,,,,,Irura,Percentage points,Irura,9.4
2019,Gender gap in employment,,,,,Irura,Percentage points,Irura,11.8
2020,Gender gap in employment,,,,,Irura,Percentage points,Irura,10.8
2010,Gender gap in employment,,,,,Irura,Percentage points,Irura,8.7
2015,Gender gap in employment,,,,,Irura,Percentage points,Irura,7.8
2021,Gender gap in employment,,,,,Irura,Percentage points,Irura,8.0
2023,Gender gap in employment,,,,,Irura,Percentage points,Irura,9.1
2022,Gender gap in employment,,,,,Irura,Percentage points,Irura,10.6
2016,Gender gap in employment,,,,,Irura,Percentage points,Irura,7.7
2021,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,3.9
2023,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,0.7
2018,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,5.4
2019,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,5.6
2020,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,4.5
2015,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,4.9
2010,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,10.5
2016,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,3.2
2022,Gender gap in employment,,,,,Iruraiz-Gauna,Percentage points,Iruraiz-Gauna,2.4
2023,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,-0.1
2018,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,5.2
2020,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,7.7
2022,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,2.7
2021,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,5.2
2010,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,12.1
2019,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,7.9
2016,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,2.3
2015,Gender gap in employment,,,,,Ispaster,Percentage points,Ispaster,6.6
2019,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,2.4
2022,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,-1.2
2016,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,12.8
2020,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,-0.1
2010,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,15.4
2021,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,-1.9
2015,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,6.7
2018,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,7.5
2023,Gender gap in employment,,,,,Itsasondo,Percentage points,Itsasondo,0.1
2010,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,18.1
2022,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,8.3
2018,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,13.5
2015,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,10.5
2016,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,12.6
2019,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,12.8
2021,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,8.9
2023,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,7.0
2020,Gender gap in employment,,,,,Iurreta,Percentage points,Iurreta,7.5
2022,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,4.8
2015,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,4.9
2020,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,5.8
2023,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,5.6
2010,Gender gap in employment,,,,,Izurtza,Percentage points,Izurtza,2.2
