Year,Series,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2023,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,6.5
2019,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,8.3
2010,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,11.2
2018,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,6.9
2015,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,6.8
2022,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,8.3
2016,Brecha de género en la ocupación,,,,,Artzentales,Puntos porcentuales,Artzentales,7.6
2023,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,9.8
2019,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,7.7
2010,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,17.3
2018,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,11.5
2015,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,11.1
2022,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,7.7
2020,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,8.5
2016,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,11.8
2021,Brecha de género en la ocupación,,,,,Artziniega,Puntos porcentuales,Artziniega,9.6
2020,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,0.4
2016,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,1.1
2021,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,3.8
2010,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,7.2
2018,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,1.4
2022,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,4.8
2015,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,2.1
2019,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,0.9
2023,Brecha de género en la ocupación,,,,,Asparrena,Puntos porcentuales,Asparrena,2.0
2016,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,9.7
2020,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,8.0
2015,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,7.6
2022,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,9.6
2018,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,10.5
2021,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,7.8
2010,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,12.3
2023,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,4.4
2019,Brecha de género en la ocupación,,,,,Asteasu,Puntos porcentuales,Asteasu,9.6
2010,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,10.6
2021,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,5.7
2019,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,6.2
2023,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,2.5
2022,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,3.6
2018,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,5.1
2020,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,4.6
2016,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,5.0
2015,Brecha de género en la ocupación,,,,,Astigarraga,Puntos porcentuales,Astigarraga,3.3
2019,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,7.7
2023,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,3.7
2016,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,8.0
2020,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,5.6
2021,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,8.6
2010,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,13.8
2018,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,11.1
2015,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,8.6
2022,Brecha de género en la ocupación,,,,,Ataun,Puntos porcentuales,Ataun,4.4
2019,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,9.0
2016,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,17.8
2020,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,12.5
2018,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,15.0
2010,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,19.6
2021,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,1.6
2023,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,6.7
2015,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,12.9
2022,Brecha de género en la ocupación,,,,,Atxondo,Puntos porcentuales,Atxondo,8.2
2021,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,4.0
2019,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,2.9
2018,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,2.4
2015,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,9.1
2016,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,0.0
2022,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,7.8
2010,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,11.5
2020,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,6.2
2023,Brecha de género en la ocupación,,,,,Aulesti,Puntos porcentuales,Aulesti,6.5
2023,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,7.0
2015,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,12.5
2019,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,12.3
2018,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,11.9
2022,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,6.3
2016,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,12.3
2020,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,9.4
2010,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,16.3
2021,Brecha de género en la ocupación,,,,,Ayala/Aiara,Puntos porcentuales,Ayala/Aiara,10.8
2021,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,7.0
2023,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,6.8
2020,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,8.6
2022,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,7.6
2015,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,8.6
2010,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,15.5
2016,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,10.3
2018,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,12.1
2019,Brecha de género en la ocupación,,,,,Azkoitia,Puntos porcentuales,Azkoitia,11.9
2019,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,9.4
2016,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,10.3
2023,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,5.4
2020,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,9.2
2018,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,10.1
2021,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,7.1
2022,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,7.1
2010,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,17.1
2015,Brecha de género en la ocupación,,,,,Azpeitia,Puntos porcentuales,Azpeitia,6.6
2021,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,2.6
2015,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,5.9
2018,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,4.2
2023,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,3.2
2022,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,0.9
2020,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,3.9
2016,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,5.0
2010,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,8.0
2019,Brecha de género en la ocupación,,,,,Bakio,Puntos porcentuales,Bakio,2.8
2016,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,12.5
2023,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,14.8
2022,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,13.3
2021,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,6.0
2019,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,16.7
2015,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,26.4
2020,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,8.5
2018,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,15.6
2010,Brecha de género en la ocupación,,,,,Baliarrain,Puntos porcentuales,Baliarrain,17.5
2016,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,9.9
2010,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,14.2
2021,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,9.6
2018,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,8.8
2022,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,9.0
2020,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,11.4
2015,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,8.9
2023,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,7.6
2019,Brecha de género en la ocupación,,,,,Balmaseda,Puntos porcentuales,Balmaseda,9.2
2019,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,18.1
2022,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,16.4
2018,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,10.6
2021,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,10.0
2016,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,25.1
2010,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,31.8
2020,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,14.1
2023,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,20.1
2015,Brecha de género en la ocupación,,,,,Baños de Ebro/Mañueta,Puntos porcentuales,Baños de Ebro/Mañueta,23.2
2022,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,5.6
2010,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,12.0
2019,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,7.1
2021,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,5.7
2016,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,6.6
2020,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,5.9
2023,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,4.9
2018,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,7.6
2015,Brecha de género en la ocupación,,,,,Barakaldo,Puntos porcentuales,Barakaldo,5.2
2018,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,8.2
2020,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,5.2
2022,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,1.7
2015,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,5.1
2021,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,-0.4
2023,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,2.7
2016,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,2.3
2019,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,3.1
2010,Brecha de género en la ocupación,,,,,Barrika,Puntos porcentuales,Barrika,8.7
2015,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,7.5
2022,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,8.3
2018,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,5.0
2016,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,4.7
2020,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,8.8
2010,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,9.2
2019,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,5.4
2021,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,8.9
2023,Brecha de género en la ocupación,,,,,Barrundia,Puntos porcentuales,Barrundia,6.3
2021,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,7.5
2015,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,7.9
2018,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,10.0
2010,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,14.6
2023,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,7.7
2022,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,7.9
2020,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,8.1
2016,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,9.0
2019,Brecha de género en la ocupación,,,,,Basauri,Puntos porcentuales,Basauri,9.2
2021,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,8.3
2020,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,10.6
2018,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,13.3
2015,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,12.6
2010,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,14.1
2019,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,12.5
2016,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,14.2
2023,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,8.1
2022,Brecha de género en la ocupación,,,,,Beasain,Puntos porcentuales,Beasain,8.4
2018,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,14.1
2015,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,9.8
2010,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,18.8
2020,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,9.7
2022,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,2.9
2016,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,9.2
2019,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,11.8
2021,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,11.9
2023,Brecha de género en la ocupación,,,,,Bedia,Puntos porcentuales,Bedia,3.0
2023,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,11.7
2020,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,12.5
2016,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,14.0
2018,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,21.7
2019,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,32.9
2015,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,10.0
2010,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,9.2
2022,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,11.6
2021,Brecha de género en la ocupación,,,,,Beizama,Puntos porcentuales,Beizama,11.4
2020,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,9.1
2023,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,1.8
2021,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,14.5
2016,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,10.2
2015,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,-0.6
2010,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,9.2
2018,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,3.1
2019,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,18.5
2022,Brecha de género en la ocupación,,,,,Belauntza,Puntos porcentuales,Belauntza,11.8
2021,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,6.1
2023,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,4.7
2015,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,9.5
2020,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,5.4
2019,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,8.3
2016,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,10.7
2010,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,10.7
2018,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,8.5
2022,Brecha de género en la ocupación,,,,,Berango,Puntos porcentuales,Berango,6.8
2019,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,10.1
2015,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,13.2
2022,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,1.6
2020,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,7.1
2016,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,15.9
2023,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,8.4
2010,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,5.7
2021,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,9.6
2018,Brecha de género en la ocupación,,,,,Berantevilla,Puntos porcentuales,Berantevilla,4.0
2016,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,17.6
2019,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,6.4
2010,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,15.1
2015,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,10.6
2022,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,4.2
2021,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,7.9
2023,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,2.8
2018,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,9.5
2020,Brecha de género en la ocupación,,,,,Berastegi,Puntos porcentuales,Berastegi,7.6
2018,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,6.8
2019,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,5.6
2023,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,5.7
2021,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,5.2
2015,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,7.0
2020,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,5.8
2022,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,4.0
2010,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,10.9
2016,Brecha de género en la ocupación,,,,,Bergara,Puntos porcentuales,Bergara,7.9
2010,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,5.8
2016,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,-0.3
2021,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,-0.1
2015,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,-1.9
2022,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,-1.6
2023,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,-1.1
2018,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,-0.7
2020,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,0.2
2019,Brecha de género en la ocupación,,,,,Bermeo,Puntos porcentuales,Bermeo,0.8
2015,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,5.9
2021,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,-3.7
2010,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,13.2
2018,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,-1.1
2019,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,3.0
2016,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,1.4
2022,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,-7.8
2023,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,-6.9
2020,Brecha de género en la ocupación,,,,,Bernedo,Puntos porcentuales,Bernedo,2.1
2015,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,3.2
2023,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,-2.2
2021,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,-0.4
2020,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,-2.1
2010,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,7.1
2016,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,-3.8
2022,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,1.0
2019,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,-3.1
2018,Brecha de género en la ocupación,,,,,Berriatua,Puntos porcentuales,Berriatua,-2.5
2022,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,9.6
2016,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,11.5
2015,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,8.6
2018,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,12.7
2023,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,10.7
2010,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,12.2
2020,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,8.9
2021,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,9.1
2019,Brecha de género en la ocupación,,,,,Berriz,Puntos porcentuales,Berriz,11.2
2018,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,7.1
2015,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,10.1
2020,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,10.9
2023,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,2.1
2022,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,7.4
2016,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,9.3
2010,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,22.0
2021,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,7.7
2019,Brecha de género en la ocupación,,,,,Berrobi,Puntos porcentuales,Berrobi,7.2
2020,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,-3.4
2010,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,8.7
2022,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,-3.2
2021,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,-3.3
2023,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,3.0
2015,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,-4.1
2016,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,1.8
2019,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,-7.4
2018,Brecha de género en la ocupación,,,,,Bidania-Goiatz,Puntos porcentuales,Bidania-Goiatz,-7.2
2015,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,4.2
2019,Brecha de género en la ocupación,,,,,Bilbao,Puntos porcentuales,Bilbao,5.0
