Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Tasa de ocupación,16 años y más,Hombre,,,,Kuartango,%,Kuartango,64.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Kuartango,%,Kuartango,53.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,49.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,49.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,49.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,49.3
2010,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,51.8
2023,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,55.6
2021,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,50.1
2018,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,48.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Labastida/Bastida,%,Labastida/Bastida,56.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,44.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,47.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,40.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,40.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,47.7
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,39.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,42.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,46.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lagrán,%,Lagrán,46.7
2016,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,56.1
2020,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,57.6
2023,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,56.0
2022,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,57.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,58.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,58.6
2021,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,56.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,58.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Laguardia,%,Laguardia,60.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,50.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,48.7
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,55.4
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,54.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,55.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,52.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,52.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,51.3
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,52.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,39.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,43.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,34.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,41.1
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,44.3
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,34.5
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,43.3
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,38.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lanestosa,%,Lanestosa,41.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,50.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,50.5
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,54.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,51.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,50.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,50.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,48.7
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,53.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lantarón,%,Lantarón,50.4
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,51.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,52.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,52.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,57.9
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,56.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,53.5
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,56.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,52.1
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,56.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,59.8
2010,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,61.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,60.8
2019,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,62.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,61.6
2021,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,58.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,60.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,59.9
2023,Tasa de ocupación,16 años y más,Hombre,,,,Larrabetzu,%,Larrabetzu,61.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,73.3
2016,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,64.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,63.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,60.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,63.9
2019,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,65.7
2020,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,67.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,68.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Larraul,%,Larraul,58.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,54.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,56.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,54.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,52.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,56.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,56.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,54.9
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,53.9
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lasarte-Oria,%,Lasarte-Oria,52.7
2010,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,55.3
2021,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,51.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,53.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,53.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,52.9
2018,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,52.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,51.2
2016,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,51.5
2020,Tasa de ocupación,16 años y más,Hombre,,,,Laudio/Llodio,%,Laudio/Llodio,52.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,57.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,54.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,58.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,54.3
2019,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,53.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,54.6
2021,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,54.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,57.7
2020,Tasa de ocupación,16 años y más,Hombre,,,,Laukiz,%,Laukiz,52.5
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,61.1
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,63.3
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,63.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,62.8
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,62.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,61.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,62.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,61.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lazkao,%,Lazkao,59.8
2019,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,56.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,61.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,56.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,57.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,53.7
2015,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,58.1
2021,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,57.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,56.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Leaburu,%,Leaburu,58.2
2018,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,55.9
2020,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,55.9
2019,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,56.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,55.7
2021,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,53.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,55.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,54.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,55.5
2015,Tasa de ocupación,16 años y más,Hombre,,,,Legazpi,%,Legazpi,54.1
2018,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,54.1
2023,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,58.4
2020,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,55.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,58.1
2021,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,54.9
2015,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,54.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,54.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,57.1
2019,Tasa de ocupación,16 años y más,Hombre,,,,Legorreta,%,Legorreta,54.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,64.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,61.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,61.4
2019,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,61.7
2020,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,62.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,64.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,60.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,62.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Legutio,%,Legutio,59.2
2015,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,59.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,56.7
2020,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,62.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,54.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,63.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,59.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,61.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,60.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,53.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,57.6
2010,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,58.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,56.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,56.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,57.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,55.7
2022,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,56.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,56.8
2023,Tasa de ocupación,16 años y más,Hombre,,,,Leioa,%,Leioa,58.0
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,49.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,47.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,48.3
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,48.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,51.2
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,47.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,48.0
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,47.1
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lekeitio,%,Lekeitio,50.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,61.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,60.5
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,63.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,61.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,61.6
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,61.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,61.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,61.0
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lemoa,%,Lemoa,63.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,57.3
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,64.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,60.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,61.4
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,62.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,58.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,60.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,63.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lemoiz,%,Lemoiz,61.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,54.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,52.0
2018,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,53.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,62.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,57.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,52.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,60.8
2022,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,58.2
2016,Tasa de ocupación,16 años y más,Hombre,,,,Leza,%,Leza,59.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,58.9
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,60.6
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,58.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,59.6
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,55.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,58.5
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,57.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,57.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lezama,%,Lezama,58.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,58.3
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,62.9
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,60.7
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,59.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,58.6
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,59.9
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,57.2
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,59.3
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lezo,%,Lezo,59.9
2018,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,51.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,52.7
2015,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,52.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,54.5
2022,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,53.2
2021,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,53.1
2016,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,54.5
2010,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,58.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Lizartza,%,Lizartza,51.0
2019,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,51.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,53.6
2022,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,56.1
2020,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,51.6
2023,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,57.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,51.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,56.0
2016,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,56.0
2015,Tasa de ocupación,16 años y más,Hombre,,,,Loiu,%,Loiu,57.3
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,55.9
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,54.0
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,59.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,56.3
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,54.7
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,59.5
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,57.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,57.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mallabia,%,Mallabia,57.3
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,65.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,55.6
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,65.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,56.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,58.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,62.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,58.1
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,62.2
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mañaria,%,Mañaria,64.1
2010,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,55.2
2019,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,53.9
2022,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,53.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,54.4
2018,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,56.3
2023,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,54.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,52.4
2015,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,52.5
2020,Tasa de ocupación,16 años y más,Hombre,,,,Markina-Xemein,%,Markina-Xemein,53.8
2016,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,59.7
2018,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,56.6
2015,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,58.5
2023,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,58.1
2022,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,57.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,57.9
2021,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.9
2010,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,59.8
2019,Tasa de ocupación,16 años y más,Hombre,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.5
2018,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,62.8
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,60.2
2010,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,65.4
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,60.4
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,60.8
2015,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,61.4
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,59.8
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,61.6
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mendaro,%,Mendaro,61.6
2022,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,57.8
2021,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,57.6
2019,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,56.6
2023,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,60.0
2020,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,60.4
2016,Tasa de ocupación,16 años y más,Hombre,,,,Mendata,%,Mendata,57.6
