Year,Series,NCD,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2012,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,450.7
2020,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,601.2
2019,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,639.3
2010,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,411.5
2011,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,362.9
2014,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,401.4
2022,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,513.3
2016,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,856.4
2015,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,447.8
2013,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,491.7
2024,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,607.8
2017,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,586.5
2021,EU_SH_DTH_NCOM,,,,,ES20011,PER_100000_POP,ES20011,467.2
2010,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,2279.2
2014,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,578.0
2020,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,565.0
2012,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,1176.5
2023,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,595.2
2013,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,583.1
2022,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,1136.4
2021,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,1133.1
2019,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,1643.8
2017,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,1114.2
2011,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,2881.8
2016,EU_SH_DTH_NCOM,,,,,ES01049,PER_100000_POP,ES01049,569.8
2014,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,639.0
2012,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,766.3
2022,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,549.5
2021,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,590.0
2017,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,1223.2
2011,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,1606.4
2015,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,1219.5
2024,EU_SH_DTH_NCOM,,,,,ES48005,PER_100000_POP,ES48005,571.4
2011,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,1511.3
2020,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,1467.0
2021,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,496.3
2022,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,1025.6
2017,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,1428.6
2023,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,518.1
2018,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,973.2
2010,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,1946.5
2014,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,461.9
2013,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,454.5
2024,EU_SH_DTH_NCOM,,,,,ES20012,PER_100000_POP,ES20012,1081.1
2011,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,523.9
2024,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,1129.9
2016,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,459.9
2022,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,412.4
2023,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,905.3
2015,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,585.2
2017,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,394.9
2013,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,521.0
2019,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,535.8
2020,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,537.8
2012,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,714.5
2018,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,858.9
2021,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,472.7
2014,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,65.0
2010,EU_SH_DTH_NCOM,,,,,ES01003,PER_100000_POP,ES01003,525.3
2015,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,1312.3
2024,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,239.2
2019,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,522.9
2018,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,268.5
2010,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,890.2
2012,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,272.1
2016,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,266.0
2014,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,780.2
2011,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,561.0
2017,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,1617.3
2013,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,527.7
2020,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,248.4
2022,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,966.2
2023,EU_SH_DTH_NCOM,,,,,ES48006,PER_100000_POP,ES48006,240.4
2012,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,570.3
2015,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,337.6
2021,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,641.8
2023,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,238.7
2010,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,260.4
2024,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,313.5
2018,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,820.7
2013,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,574.0
2022,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,1299.8
2017,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,494.8
2019,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,409.0
2014,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,924.0
2011,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,334.7
2020,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,723.5
2016,EU_SH_DTH_NCOM,,,,,ES48093,PER_100000_POP,ES48093,1001.3
2021,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,563.3
2019,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,451.4
2015,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,429.7
2022,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,478.2
2012,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,638.8
2023,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,652.4
2014,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,515.4
2013,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,560.4
2024,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,763.0
2011,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,516.1
2020,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,436.7
2010,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,701.9
2018,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,753.8
2016,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,616.0
2017,EU_SH_DTH_NCOM,,,,,ES20013,PER_100000_POP,ES20013,588.4
2018,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,457.7
2024,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,840.3
2011,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,1463.4
2019,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,448.4
2015,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,445.4
2012,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,936.8
2014,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,1312.9
2020,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,447.4
2010,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,500.0
2023,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,434.8
2017,EU_SH_DTH_NCOM,,,,,ES01006,PER_100000_POP,ES01006,2277.9
2011,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,274.0
2021,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,627.0
2016,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,834.5
2023,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,481.3
2018,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,691.1
2017,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,278.7
2010,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,697.8
2012,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,817.4
2022,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,858.9
2015,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,280.7
2020,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,1178.8
2024,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,725.5
2014,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,564.6
2013,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,1804.3
2019,EU_SH_DTH_NCOM,,,,,ES01037,PER_100000_POP,ES01037,546.4
2021,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,196.5
2010,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,534.2
2023,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,395.3
2011,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,938.0
2012,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,614.4
2015,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,300.0
2014,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,806.9
2018,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,1178.2
2020,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,492.9
2016,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,791.7
2019,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,196.4
2017,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,787.0
2022,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,597.0
2013,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,1117.9
2024,EU_SH_DTH_NCOM,,,,,ES48009,PER_100000_POP,ES48009,680.9
2019,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,743.1
2023,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,759.2
2012,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,612.8
2013,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,757.5
2010,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,633.0
2022,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,680.2
2014,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,606.5
2018,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,670.0
2011,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,651.3
2017,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,629.4
2015,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,661.6
2016,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,623.4
2024,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,756.5
2020,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,661.9
2021,EU_SH_DTH_NCOM,,,,,ES20055,PER_100000_POP,ES20055,623.0
2024,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,491.4
2015,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,1476.0
2011,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,518.8
2012,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,771.2
2018,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,241.0
2010,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,1581.0
2021,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,954.7
2023,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,728.2
2017,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,484.8
2013,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,757.6
2022,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,717.7
2014,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,1982.7
2019,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,1212.1
2016,EU_SH_DTH_NCOM,,,,,ES48914,PER_100000_POP,ES48914,979.2
2014,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,575.3
2010,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,105.3
2017,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,97.0
2012,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,98.1
2021,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,469.3
2023,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,457.9
2024,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,369.7
2019,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,290.1
2022,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,186.9
2011,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,604.2
2018,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,580.6
2020,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,668.3
2015,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,772.6
2013,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,387.6
2016,EU_SH_DTH_NCOM,,,,,ES01008,PER_100000_POP,ES01008,292.3
2019,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,354.3
2020,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,532.9
2013,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,902.5
2010,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,1463.9
2016,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,905.0
2011,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,920.8
2017,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,910.7
2012,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,919.1
2021,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,1241.1
2018,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,538.1
2014,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,881.8
2023,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,353.4
2024,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,880.3
2015,EU_SH_DTH_NCOM,,,,,ES48010,PER_100000_POP,ES48010,1247.8
2011,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,446.7
2020,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,503.4
2014,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,519.9
2017,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,684.8
2024,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,460.9
2022,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,598.6
2016,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,532.7
2015,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,555.3
2019,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,596.0
2018,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,612.6
2012,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,670.3
2010,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,530.8
2013,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,477.8
2023,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,563.4
2021,EU_SH_DTH_NCOM,,,,,ES48011,PER_100000_POP,ES48011,457.5
2014,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,657.5
2015,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,535.1
2023,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,522.9
2024,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,131.9
2022,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,523.6
2019,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,277.2
2010,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,659.2
2016,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,1375.5
2011,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,778.2
2020,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,680.3
2013,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,529.5
2018,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,554.8
2021,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,1332.4
2017,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,834.5
2012,EU_SH_DTH_NCOM,,,,,ES48023,PER_100000_POP,ES48023,789.0
2021,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,844.5
2019,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,880.4
2018,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,714.3
2022,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,1005.7
2010,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,415.8
2020,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,433.8
2024,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,551.0
2015,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,964.9
2023,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,426.7
2012,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,1222.8
2017,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,1124.4
2016,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,1244.0
2013,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,837.4
2011,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,811.4
2014,EU_SH_DTH_NCOM,,,,,ES48008,PER_100000_POP,ES48008,279.3
2023,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,317.3
2011,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,482.2
2013,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,542.3
2019,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,469.6
2010,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,488.7
2018,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,622.6
2015,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,756.6
2024,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,521.6
2020,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,424.1
2017,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,678.7
2014,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,434.1
2021,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,912.8
2016,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,692.4
2012,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,537.3
2022,EU_SH_DTH_NCOM,,,,,ES01004,PER_100000_POP,ES01004,742.3
2013,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,478.6
2021,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,421.8
2010,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,651.1
2022,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,803.0
2018,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,493.1
2011,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,646.9
2023,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,858.4
2012,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,885.2
2015,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,850.8
2016,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,736.9
2019,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,744.2
2020,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,427.7
2017,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,552.8
2014,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,482.9
2024,EU_SH_DTH_NCOM,,,,,ES01009,PER_100000_POP,ES01009,731.3
2023,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,523.6
2011,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,268.9
2019,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,514.5
2021,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,788.7
2013,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,398.1
2014,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,728.0
2012,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,599.0
2024,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,390.1
2017,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,394.6
2020,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,649.8
2010,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,614.3
2022,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,395.0
2018,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,324.6
2015,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,798.4
2016,EU_SH_DTH_NCOM,,,,,ES20014,PER_100000_POP,ES20014,599.4
2017,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,288.5
2012,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,348.0
2018,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,396.6
2013,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,312.0
2011,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,285.3
2022,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,350.0
2024,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,367.3
2014,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,425.6
2023,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,368.6
2016,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,357.0
2021,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,362.5
2019,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,357.9
2020,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,335.0
2010,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,442.1
2015,EU_SH_DTH_NCOM,,,,,ES20903,PER_100000_POP,ES20903,378.9
2019,EU_SH_DTH_NCOM,,,,,ES20015,PER_100000_POP,ES20015,458.2
2021,EU_SH_DTH_NCOM,,,,,ES20015,PER_100000_POP,ES20015,945.9
